time	x_LK	y_LK	x_RK	y_RK	x_LA	y_LA	x_RA	y_RA		ç∂âEkneeãóó£		
3.496976	354.6827948	217.1213127	350.7857509	217.3486442	367.1677826	255.7003882	347.6832375	253.437224		3.903668889	19.61553995	40.54898248
3.538143	344.580252	213.7593966	353.5317036	213.4957109	348.198131	259.5940934	354.5015974	257.9040299		8.955334532	6.52610161	45.97726051
3.564404	344.580252	213.7593966	353.5317036	213.4957109	348.198131	259.5940934	354.5015974	257.9040299		8.955334532	6.52610161	45.97726051
3.590865	343.9320824	217.7256415	353.0855727	216.9489846	348.8242791	256.7972179	352.0478606	260.5315112		9.186380227	4.93319615	39.37666407
3.635327	330.9389796	218.8021359	345.3127983	217.2365803	346.5461079	255.9979999	346.7193803	255.3120934		14.45882529	0.707453859	40.33751046
3.658139	330.9389796	218.8021359	345.3127983	217.2365803	346.5461079	255.9979999	346.7193803	255.3120934		14.45882529	0.707453859	40.33751046
3.703633	342.8242249	218.4717448	324.0045764	218.0043679	347.1390381	259.0307389	324.075059	255.6181698		18.82545112	23.31507581	40.78786118
3.725616	328.4534751	218.3177286	343.0828857	216.9787289	346.5374746	259.3940781	342.1731551	259.2972236		14.69056082	4.365394142	44.88092613
3.759614	325.1124002	216.630734	312.7364074	216.7370311	343.5271281	259.733777	306.6923101	254.8801265		12.3764492	37.15321975	46.87189481
3.799888	325.5871962	217.2887172	312.3282494	217.3176521	346.2293749	261.2947124	305.0024827	257.7421562		13.25897833	41.37967244	48.60686325
3.834285	313.2718724	223.8373211	323.615641	222.8678658	323.1908234	259.2530119	316.3126715	259.0892833		10.38909962	6.880100413	36.77848202
3.852519	313.2718724	223.8373211	323.615641	222.8678658	323.1908234	259.2530119	316.3126715	259.0892833		10.38909962	6.880100413	36.77848202
3.890761	317.6577752	222.5605417	323.2117996	222.1671884	326.7832411	258.5133836	316.2007088	258.0127214		5.567936254	10.59436896	37.09286954
3.94056	316.9541638	216.9913078	322.4200344	216.0557448	326.3423374	257.8713179	317.1034924	257.4079542		5.545360245	9.250457494	41.94416563
3.961063	316.9541638	216.9913078	322.4200344	216.0557448	326.3423374	257.8713179	317.1034924	257.4079542		5.545360245	9.250457494	41.94416563
3.994285	298.3149709	222.9051305	323.5565908	215.7845051	319.8298853	258.9377627	316.5134287	259.0988608		26.22675507	3.320366994	41.96715532
4.02204	291.4001612	224.5533428	321.4313229	219.8890509	317.12258	260.9940656	321.3712272	260.8544832		30.3912206	4.250939511	44.6045861
4.064482	285.7293853	226.9320106	315.3872256	221.8015897	312.2228629	260.0129756	315.175643	260.0535452		30.09831734	2.953058852	42.38224383
4.097391	280.8836767	231.1351983	287.2446926	230.4048103	281.9313373	261.6501603	298.6827279	259.1394979		6.40281102	16.93849195	30.53294113
4.129525	280.8836767	231.1351983	287.2446926	230.4048103	281.9313373	261.6501603	298.6827279	259.1394979		6.40281102	16.93849195	30.53294113
4.164556	279.5500728	230.3595194	286.7251789	229.7220739	281.9167181	258.7195028	295.7736873	258.4485329		7.20336614	13.85961834	28.4585606
4.194579	277.0027696	226.1384581	288.7360897	225.6924284	279.2667431	261.8751985	290.7824104	262.3511749		11.74179468	11.52549983	35.80838158
4.222446	275.3628702	223.5745797	288.8500758	223.421002	280.8141384	261.0524076	289.4182528	261.9120923		13.48808001	8.646955611	37.87220493
4.267879	274.3101173	221.205422	282.6000447	220.7613483	280.6800024	258.7614214	279.7206473	258.0245247		8.301812964	1.209701996	38.09236837
4.300127	274.3101173	221.205422	282.6000447	220.7613483	280.6800024	258.7614214	279.7206473	258.0245247		8.301812964	1.209701996	38.09236837
4.335084	272.6241006	220.6175841	280.0089175	220.3216586	280.7947136	261.0370633	280.9089189	259.8402765		7.390743731	1.202223609	41.23703693
4.369401	268.2536433	220.7582457	279.6641938	218.9019581	275.6755226	263.5844508	280.2718275	262.5592502		11.56055648	4.709252097	43.46456186
4.390034	261.5518326	217.129575	277.0834704	213.5608651	264.542788	257.0710544	276.9066739	260.3644777		15.93635667	12.7950112	40.05330936
4.433415	255.5241082	219.8757975	273.0686971	220.5241357	278.3041505	261.4382742	242.6284669	254.5731733		17.55656409	36.33020801	47.3958838
4.464272	255.5241082	219.8757975	273.0686971	220.5241357	278.3041505	261.4382742	242.6284669	254.5731733		17.55656409	36.33020801	47.3958838
4.496447	254.3995744	220.9932662	279.9032443	222.5229397	253.9629873	254.6367088	279.7114913	261.1511169		25.54950258	26.55979995	33.64627524
4.531494	254.3962694	220.8481194	280.3141171	224.7844177	253.798365	255.2997505	281.6276385	261.368601		26.21505808	28.48331811	34.45681908
4.565327	250.2888233	222.2000352	281.7730889	228.438145	251.0989342	256.6326125	282.7327643	263.7174234		32.09630802	32.41749149	34.44210589
4.586592	249.9516032	221.5671762	278.9913216	228.4197993	254.1305772	257.0084632	284.0076216	263.3887521		29.83728693	30.55070972	35.6868134
4.625745	241.8486568	219.4516882	276.4302086	226.8992986	244.4031769	256.4294272	250.7416315	256.6989471		35.3744346	6.344182256	37.06587051
4.653567	218.9533131	222.4636534	249.1816067	216.617919	239.0505504	255.3609253	248.6278128	255.62107		30.78834753	9.580794902	38.55034949
4.690361	215.442237	225.8134965	253.087385	221.7268242	244.3791656	258.7234485	254.1872668	259.0701957		37.86631827	9.814228579	43.82249169
4.734276	212.2912963	228.9196521	252.6868486	224.022127	204.4756085	261.2732979	266.3393678	262.7141769		40.69135524	61.88053692	33.28428114
4.767024	209.8739643	226.8575824	239.4398231	222.7420764	229.5172974	260.2938266	235.6356712	261.2734665		29.85091956	6.196304697	38.77941411
4.798317	209.8739643	226.8575824	239.4398231	222.7420764	229.5172974	260.2938266	235.6356712	261.2734665		29.85091956	6.196304697	38.77941411
4.832242	210.0940789	229.119465	233.1202537	223.0676787	226.1386374	261.4314283	231.7033691	261.5406931		23.8081676	5.565804318	36.0761809
4.867962	211.328552	227.6611171	219.1353368	227.6585541	230.5057898	261.9486488	232.7970289	262.1071502		7.806785203	2.296714899	39.28614609
4.887253	209.5421905	225.8941636	219.503802	225.6947216	225.6233898	260.499069	228.4287131	261.4051238		9.963607819	2.948011852	38.15893671
4.927688	205.0578314	223.231205	219.1478651	222.7680099	215.6056789	258.6509763	222.6171239	257.0394553		14.09764521	7.194258804	36.95696533
4.956543	201.8021786	222.4745799	217.0144867	221.3943422	212.1871407	258.1687947	215.0761999	257.3568628		15.25061409	3.000982612	37.17424388
5.007273	197.503654	220.1503085	208.744237	218.993383	210.8992492	259.1375756	211.0127295	258.0311009		11.29996384	1.112278818	41.22437352
5.022162	197.503654	220.1503085	208.744237	218.993383	210.8992492	259.1375756	211.0127295	258.0311009		11.29996384	1.112278818	41.22437352
5.061112	203.550112	222.5168357	205.4359922	220.878066	212.7539856	260.732572	196.5923552	259.9378391		2.498421544	16.18115867	39.3084442
5.096823	190.0672398	225.0798036	209.8271389	225.9477169	208.7327878	262.7678987	207.2499903	262.8589865		19.77895057	1.485592694	42.05704695
5.128994	190.0672398	225.0798036	209.8271389	225.9477169	208.7327878	262.7678987	207.2499903	262.8589865		19.77895057	1.485592694	42.05704695
5.158864	180.9229898	225.3785956	211.1388899	225.8578769	210.6199495	263.2095781	209.2537011	263.3233956		30.21970102	1.370981138	48.09462188
5.190126	180.113975	226.5041243	210.0577922	227.5574505	214.1738041	263.1311368	209.9470267	263.4207897		29.96233783	4.236690482	50.01609749
5.229603	176.8581367	227.0157129	210.2814984	229.6386415	169.8138618	256.3466692	215.0059028	262.1797236		33.52612207	45.56692988	30.16499314
5.257342	175.4025373	226.3662955	210.4233403	227.9572787	168.0794516	258.4845498	216.8664902	263.7670984		35.0569233	49.07219636	32.94252334
5.297596	168.4098428	225.3321581	210.9495819	229.4912689	158.5499925	257.9142482	219.7467307	264.4070731		42.7425737	61.54021073	34.04128735
5.330455	162.0038058	226.003361	185.0187	225.8511322	156.5502443	259.6019173	215.6982505	263.3254528		23.01539768	59.26509391	34.0382773
5.364885	162.0038058	226.003361	185.0187	225.8511322	156.5502443	259.6019173	215.6982505	263.3254528		23.01539768	59.26509391	34.0382773
5.39242	167.9167685	225.6710139	175.1380929	225.2651828	166.7435545	259.1567307	139.4770706	259.4703274		7.232719057	27.26828719	33.50626303
5.430045	148.7598155	227.4396198	177.6674045	226.1748123	170.5131397	259.9215169	171.8303539	260.5675956		28.93524561	1.467130182	39.09323146
5.462744	140.7375615	228.5252534	164.3823556	224.4022606	143.0963071	262.7829058	161.1707966	261.1879432		24.00156982	18.14472585	34.33875989
5.493938	140.7375615	228.5252534	164.3823556	224.4022606	143.0963071	262.7829058	161.1707966	261.1879432		24.00156982	18.14472585	34.33875989
5.525792	137.0813723	228.722301	166.6105145	225.5636039	146.5651948	260.9742698	170.6962762	259.8627364		29.69760266	24.15666776	33.61744161
5.560305	139.3044643	229.0225094	163.6634673	224.1250855	145.5917263	262.7170097	164.798034	261.6256431		24.84644426	19.23729017	34.27607057
5.59672	135.6001513	228.6852386	151.9940031	228.5357752	141.4840779	264.2119478	152.238618	266.8216904		16.39453311	11.06665666	36.01066032
5.629351	135.6001513	228.6852386	151.9940031	228.5357752	141.4840779	264.2119478	152.238618	266.8216904		16.39453311	11.06665666	36.01066032
5.65215	134.3036856	229.4592988	152.7486553	229.3126007	143.7620973	268.189996	153.1012872	267.7777237		18.44555304	9.348285251	39.86889086
5.688402	132.9228601	228.7474588	151.9276855	228.2649401	140.7218969	269.5597518	150.1326064	268.5931629		19.01094975	9.460219183	41.55079093
5.729799	128.7310626	225.7862478	143.7470734	225.1536585	137.6459577	268.4447786	142.6201283	267.4056501		15.02932965	5.081551077	43.58010568
5.768758	118.5581131	224.6760971	139.3543753	224.2582941	136.7127638	267.7596816	137.6963915	267.0972468		20.80045874	1.185893462	46.75239664
5.794827	118.5581131	224.6760971	139.3543753	224.2582941	136.7127638	267.7596816	137.6963915	267.0972468		20.80045874	1.185893462	46.75239664
5.822733	109.4053899	229.8051691	144.6196743	228.9901684	108.0628071	260.5349848	145.1250746	266.6435281		35.22371428	37.56229457	30.75913033
5.869074	105.2226557	230.854752	141.1058665	231.6520478	103.9042021	258.8242487	149.1225645	269.5379325		35.89206743	46.47024124	28.0005547
5.888694	105.2226557	230.854752	141.1058665	231.6520478	103.9042021	258.8242487	149.1225645	269.5379325		35.89206743	46.47024124	28.0005547
5.934482	101.4962453	229.797986	139.2654122	234.0317611	102.5675293	259.7476037	152.2444016	270.2148684		38.00572092	50.76765969	29.96877128
5.957883	99.68194366	227.6632417	136.4816468	229.7124289	106.9425477	259.5525795	147.1186683	268.1775857		36.85671338	41.09150022	32.7054466
6.000476	98.86470026	225.7981185	132.7587268	226.3388107	104.0945387	259.6150696	143.8883251	266.0911001		33.89833899	40.31729666	34.21896242
6.019111	92.15073214	227.6792268	113.9781473	226.4020089	97.38879074	259.1764928	144.7786815	263.1019658		21.86475102	47.5521933	31.92984534
6.058509	82.884984	235.3116769	111.8711661	230.1959257	107.0083764	263.833062	112.833101	263.9582444		29.43415806	5.826069632	37.3551532
6.094705	80.88977158	233.9867737	108.4325369	230.6577718	111.6205905	265.5908089	114.867121	266.1246889		27.74321855	3.290134965	44.0817227
6.127581	74.05395128	231.6405481	102.5145747	227.6550469	96.32017084	266.1171348	99.36206589	266.6944172		28.73832467	3.096188054	41.04168083
6.175036	70.9419615	229.892817	94.23494985	225.604477	86.73446905	267.1762277	98.02103433	267.4670947		23.68444988	11.29031264	40.49019643
6.189676	70.9419615	229.892817	94.23494985	225.604477	86.73446905	267.1762277	98.02103433	267.4670947		23.68444988	11.29031264	40.49019643
6.229119	70.32890249	227.0217157	88.5992719	223.6767626	84.30885784	265.5059938	93.07274666	266.1801307		18.57404399	8.789778599	40.94482645
6.268008	66.15778182	216.0059012	76.57287598	216.2963972	75.10874446	258.3868859	78.55212865	259.4948783		10.4191446	3.617256101	43.31590473
6.294207	66.15778182	216.0059012	76.57287598	216.2963972	75.10874446	258.3868859	78.55212865	259.4948783		10.4191446	3.617256101	43.31590473
6.321992	65.37752488	214.3961338	73.36559144	215.4095649	69.35015626	260.4679083	72.26905674	258.7284396		8.052095991	3.397901032	46.24273138
6.369397	56.22126075	219.2014583	68.92989145	217.6793726	63.33797001	264.0608656	71.29939062	263.4650689		12.79945463	7.983682855	45.42041362
6.397276	56.22126075	219.2014583	68.92989145	217.6793726	63.33797001	264.0608656	71.29939062	263.4650689		12.79945463	7.983682855	45.42041362
6.435785	47.89878994	222.7451789	68.34387462	221.6741815	64.42431593	265.6090197	66.61600687	264.9667518		20.47311709	2.28386018	45.93911031
6.457218	39.68253614	226.8887768	68.99615431	224.4466073	66.27329394	266.8935556	67.60791378	266.8961861		29.41517299	1.334622433	48.03593162
6.491648	36.02120408	224.8525395	69.06554505	224.6742423	65.36347053	264.9513737	72.17827253	265.3748423		33.04482199	6.82794639	49.68787684
6.536972	35.91317019	225.6577942	67.98417337	226.2217894	79.39054212	263.804127	73.05351228	264.3212126		32.07596196	6.358091276	57.8396454
6.558859	35.91317019	225.6577942	67.98417337	226.2217894	79.39054212	263.804127	73.05351228	264.3212126		32.07596196	6.358091276	57.8396454
6.593036	30.83872636	224.633268	65.23553122	226.0869283	23.36340976	262.8825931	80.26037764	266.2787388		34.42750809	56.9982347	38.97295505
6.623953	30.83872636	224.633268	65.23553122	226.0869283	23.36340976	262.8825931	80.26037764	266.2787388		34.42750809	56.9982347	38.97295505
6.670674	5.026230526	232.7857714	39.90194257	225.2790432	-6.809974767	266.9232662	76.95718289	264.7104179		35.67444824	83.79638059	36.13120966
6.691	5.026230526	232.7857714	39.90194257	225.2790432	-6.809974767	266.9232662	76.95718289	264.7104179		35.67444824	83.79638059	36.13120966
6.736702	7.000984251	232.6464924	34.17583451	224.3494493	28.32703328	262.2476431	32.03887925	263.5435102		28.41326119	3.93154829	36.48326314
6.759601	4.263175582	232.205555	28.88012945	224.3516751	38.88649652	257.5165108	37.02786089	257.8695306		25.83946299	1.891863988	42.88844644
6.797451	3.693205974	233.3693601	25.30843499	227.111387	28.2690812	261.8349662	23.50508726	264.1894878		22.50289652	5.314076629	37.6067065
6.821268	5.661182025	228.2780923	27.2047147	225.2513223	6.841131782	269.192332	25.03528141	263.9455642		21.75511748	18.93556581	40.93125076
6.867674	-3.163970123	230.0308819	15.33412019	228.9727669	4.967832135	275.9958871	7.090025898	275.9697513		18.52832838	2.122354695	46.67877371
6.898874	-3.163970123	230.0308819	15.33412019	228.9727669	4.967832135	275.9958871	7.090025898	275.9697513		18.52832838	2.122354695	46.67877371
6.93382	-4.472958895	230.234337	6.317051706	230.0366824	7.946827736	276.5284519	12.04501457	275.9233812		10.7918208	4.142613414	47.93116077
6.95646	-6.415527559	236.7942384	7.819903303	235.7768616	4.777506609	279.9921799	4.982112543	275.6598641		14.27173946	4.337144621	44.62450186
6.99309	-7.724307665	235.592022	6.288020338	234.6965902	3.174100408	279.8078124	5.362777294	274.9127829		14.04090931	5.362053746	45.53911965
7.039895	-6.75262708	239.5023531	2.442790273	239.7140705	1.698756947	282.5847234	0.71761515	278.9512977		9.197854345	3.763565006	43.90349109
7.075055	-0.557635755	243.0089439	1.522061068	245.8286166	1.337358707	279.4690241	1.988545666	282.8945768		3.503668507	3.486897809	36.50929264
7.113433	-0.312144868	238.9446304	1.439568143	241.0957307	5.858180102	275.9484379	3.324301575	280.993639		2.774118013	5.645759043	37.51472613
7.12812	-1.208283992	242.3226665	1.244632745	244.9501478	2.97005882	276.0263734	2.19462912	283.3350422		3.594503933	7.349689164	33.96171969
7.162682	-1.208283992	242.3226665	1.244632745	244.9501478	2.97005882	276.0263734	2.19462912	283.3350422		3.594503933	7.349689164	33.96171969
7.19736	-6.686180842	226.912923	-3.928772114	229.1702529	-1.076066189	269.7941315	-0.253392773	270.4764295		3.563543357	1.068794699	43.24663487
7.228551	-6.686180842	226.912923	-3.928772114	229.1702529	-1.076066189	269.7941315	-0.253392773	270.4764295		3.563543357	1.068794699	43.24663487
7.260388	-15.12327537	199.6001281	-13.2385808	200.9780449	-6.926515987	259.0665872	-5.840633763	259.0604158		2.33467953	1.085899761	60.02871504
7.290646	-15.43326578	199.7435212	-16.15847297	233.6360134	-10.39790772	257.9991645	-9.031216633	258.0695459		33.90025	1.368502122	58.47285526
7.322488	-13.99373781	193.7635327	-14.54350165	194.5648417	-14.3749453	212.7692011	-13.13377174	211.8835155		0.971769684	1.52477897	19.0094911
7.366896	578.6372659	7.3539912	575.9230473	10.44374862	6.755724391	195.1876173	4.207361006	194.8560459		4.112612787	2.569843493	601.938509
7.398148	578.6372659	7.3539912	575.9230473	10.44374862	6.755724391	195.1876173	4.207361006	194.8560459		4.112612787	2.569843493	601.938509
7.428977	578.2039163	8.248959315	574.5979754	11.17172538	18.80513674	188.2250886	17.96011554	188.8696498		4.641699163	1.062788754	587.6379853
7.46439	576.8559124	9.576568841	571.9498552	12.4725077	18.28381463	190.9740427	17.25555779	191.124012		5.697004362	1.039135665	587.2885423
7.498246	574.0567774	11.02012046	568.8338523	13.32095396	21.43259486	193.5710041	20.15465614	194.1575942		5.707256896	1.4061349	581.9951136
7.528549	574.0567774	11.02012046	568.8338523	13.32095396	21.43259486	193.5710041	20.15465614	194.1575942		5.707256896	1.4061349	581.9951136
7.558257	574.9010841	11.41333043	568.7641792	13.73551104	22.15084022	195.2007358	463.1112175	401.4979809		6.561564221	486.83119	582.5037704
7.60279	573.6087243	7.041642245	569.8463728	9.584181967	21.9658383	194.3163654	20.66431406	194.2844628		4.540902608	1.301915176	582.5647566
7.621345	573.6087243	7.041642245	569.8463728	9.584181967	21.9658383	194.3163654	20.66431406	194.2844628		4.540902608	1.301915176	582.5647566
7.664825	568.1098718	37.78009959	573.0499899	-11.85565506	22.63188148	194.674039	20.89634791	194.6069626		49.88098743	1.736829301	567.5931168
7.696641	573.657219	8.797635565	570.0845971	11.39797772	20.47595242	191.7049029	18.02688848	192.245966		4.418756191	2.508119508	582.6358915
7.728883	573.657219	8.797635565	570.0845971	11.39797772	20.47595242	191.7049029	18.02688848	192.245966		4.418756191	2.508119508	582.6358915
7.764694	574.4218028	9.283138884	570.9976327	11.77242888	79.26514895	194.3002117	18.1970878	190.6349509		4.233379929	61.17795542	528.5938224
7.789906	573.1943274	10.57518676	569.1858604	12.78321262	22.16047045	189.0714525	19.05484392	189.0424838		4.576372591	3.105761637	579.2229522
7.831526	83.59190873	179.5985312	569.2982277	13.09785479	81.55202926	195.4443559	18.99815648	188.4766675		513.4521434	62.94073151	15.97658503
